stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,minorityInterest,otherOperatingExpenses,discontinuedOperations
BEN,2019-12-31,346300000.0,348100000.0,52900000,833300000,1020000000,1412700000,97500000,-6700000.0,392700000.0,392700000,579400000,186700000.0,350500000,445600000.0,,1543200000.0,,
BEN,2019-09-30,304300000.0,309300000.0,-9000000,845700000,1047700000,1452500000,86500000,-7000000.0,404800000.0,404800000,606800000,202000000.0,306400000,395800000.0,,1464400000.0,,
BEN,2019-06-30,243300000.0,254600000.0,38600000,900100000,1101800000,1476700000,158900000,-5600000.0,374900000.0,374900000,576600000,201700000.0,245900000,413500000.0,,1461300000.0,,
HFBL,2020-03-31,977000.0,977000.0,-12000,0,3021000,4274000,264000,,1253000.0,0,4274000,2667000.0,977000,1241000.0,,,354000.0,
HFBL,2019-12-31,588000.0,588000.0,0,0,3007000,3742000,147000,,735000.0,0,3742000,2652000.0,588000,735000.0,,,355000.0,
HFBL,2019-09-30,1247000.0,1247000.0,0,0,3077000,4603000,279000,,1526000.0,0,4603000,2651000.0,1247000,1526000.0,,,426000.0,
HFBL,2019-06-30,1161000.0,1161000.0,46000,0,2900000,4314000,299000,,1414000.0,0,4314000,2458000.0,1161000,1460000.0,,,442000.0,
PEO,2019-12-31,-2471899.0,-2471899.0,-10955468,0,1302841,9786410,0,,8483569.0,8483569,9786410,1302841.0,-2471899,-2471899.0,,,,
PEO,2019-09-30,-2471899.0,-2471899.0,-10955468,0,1302841,9786410,0,,8483569.0,8483569,9786410,1302841.0,-2471899,-2471899.0,,,,
PEO,2019-06-30,35302555.0,35302555.0,32031964,0,1420041,4690632,0,,3270592.0,3270592,4690632,1420041.0,35302555,35302555.0,,,,
PEO,2019-03-31,35302555.0,35302555.0,32031964,0,1420041,4690632,0,,3270592.0,3270592,4690632,1420041.0,35302555,35302555.0,,,,
DSM,2019-11-30,6335371.0,6629571.0,759097,0,871908,6742382,0,-913276.0,5870474.0,5870474,6742382,871908.0,6629571,6629571.0,,,,
DSM,2019-08-31,6335371.0,6629571.0,759097,0,871908,6742382,0,-913276.0,5870474.0,5870474,6742382,871908.0,6629571,6629571.0,,,,
DSM,2019-05-31,13671430.0,14011509.0,7856490,0,835539,6990558,0,-907554.0,6155019.0,6155019,6990558,835539.0,14011509,14011509.0,,,,
DSM,2019-02-28,13671430.0,14011509.0,7856490,0,835539,6990558,0,-907554.0,6155019.0,6155019,6990558,835539.0,14011509,14011509.0,,,,
DSU,2019-08-31,10398154.0,10398154.0,-1976927,0,1427018,13802098,0,-2240830.0,12375081.0,12375081,13802098,1427018.0,10398154,10398154.0,,,,
DSU,2019-05-31,10398154.0,10398154.0,-1976927,0,1427018,13802098,0,-2240830.0,12375081.0,12375081,13802098,1427018.0,10398154,10398154.0,,,,
DSU,2019-02-28,-255519.0,-255519.0,-12910916,0,1551011,14206409,0,-2070630.0,12655397.0,12655397,14206409,1551011.0,-255519,-255519.0,,,,
DSU,2018-11-30,-255519.0,-255519.0,-12910917,0,1551011,14206408,0,-2342454.0,12655398.0,12655398,14206408,1551011.0,-255519,-255519.0,,,,
ULBI,2020-03-31,1059000.0,1074000.0,-92000,18480000,24329000,25814000,319000,-174000.0,1485000.0,1485000,7334000,4301000.0,1059000,1393000.0,1548000.0,39000.0,,
ULBI,2019-12-31,1626000.0,1661000.0,-131000,21668000,28716000,31023000,515000,-200000.0,2307000.0,2307000,9355000,4895000.0,1626000,2176000.0,2153000.0,24000.0,,
ULBI,2019-09-29,898000.0,921000.0,-219000,19573000,26128000,27493000,225000,-220000.0,1365000.0,1365000,7920000,4526000.0,898000,1146000.0,2029000.0,-11000.0,,
ULBI,2019-06-30,2256000.0,2283000.0,-83000,20532000,26355000,29397000,676000,-114000.0,3042000.0,3042000,8865000,4236000.0,2256000,2959000.0,1587000.0,-34000.0,,
GSS,2020-03-31,829000.0,12000.0,-516000,42846000,58608000,67371000,8235000,-3521000.0,8763000.0,8763000,24525000,5679000.0,829000,8247000.0,,-83330000.0,2470000.0,
GSS,2019-12-31,-62434000.0,-69359000.0,-13889000,49201000,111816000,66061000,9715000,-2784000.0,-45755000.0,-45755000,16860000,4034000.0,-62434000,-59644000.0,,-82513000.0,5000.0,
GSS,2019-09-30,5960000.0,4926000.0,641000,46785000,59975000,69504000,5244000,-4112000.0,9529000.0,9529000,22719000,5168000.0,5960000,10170000.0,,-75588000.0,181000.0,
GSS,2019-06-30,-9036000.0,-10882000.0,-7543000,46476000,59976000,61915000,5278000,-3912000.0,1939000.0,1939000,15439000,5784000.0,-9036000,-5604000.0,,-74554000.0,166000.0,
SPOK,2020-03-31,-4539000.0,-4539000.0,226000,12770000,41375000,37267000,657000,,-4108000.0,-4108000,24497000,21010000.0,-4539000,-3882000.0,5449000.0,,,
SPOK,2019-12-31,-9510000.0,-9510000.0,-8291000,12465000,42939000,39548000,-2172000,,-3391000.0,-3391000,27083000,21092000.0,-9510000,-11682000.0,7132000.0,,,
SPOK,2019-09-30,-1326000.0,-1326000.0,562000,11726000,42145000,39453000,-804000,,-2692000.0,-2692000,27727000,20677000.0,-1326000,-2130000.0,7437000.0,,,
SPOK,2019-06-30,-670000.0,-670000.0,1054000,11625000,41517000,39525000,-268000,,-1992000.0,-1992000,27900000,20750000.0,-670000,-938000.0,6807000.0,,,
AGR,2020-03-31,240000000.0,230000000.0,-98000000,1043000000,1449000000,1789000000,12000000,-76000000.0,340000000.0,340000000,746000000,,240000000,242000000.0,,582000000.0,166000000.0,
AGR,2019-12-31,223000000.0,216000000.0,48000000,994000000,1401000000,1609000000,40000000,-80000000.0,208000000.0,208000000,615000000,,223000000,256000000.0,,349000000.0,145000000.0,
AGR,2019-09-30,150000000.0,139000000.0,-55000000,866000000,1260000000,1487000000,33000000,-72000000.0,227000000.0,227000000,621000000,,150000000,172000000.0,,368000000.0,144000000.0,
AGR,2019-06-30,110000000.0,105000000.0,-66000000,830000000,1200000000,1400000000,29000000,-76000000.0,200000000.0,200000000,570000000,,110000000,134000000.0,,414000000.0,139000000.0,
ARTW,2020-02-29,-437192.0,-437192.0,-74075,4048762,5495620,5025924,-106579,-83274.0,-469696.0,-469696,977162,1337006.0,-437192,-543771.0,109852.0,,,
ARTW,2019-11-30,-168396.0,-168396.0,-59287,6154816,7613970,7514069,9208,-83525.0,-99901.0,-99901,1359253,1359948.0,-168396,-159188.0,99206.0,,,
ARTW,2019-08-31,-289216.0,-289216.0,-65126,4498800,5808466,5503622,-80754,-89208.0,-304844.0,-304844,1004822,1193513.0,-289216,-369970.0,116153.0,,,
ARTW,2019-05-31,-356042.0,-356042.0,-89310,4788261,6116769,5747256,-102781,-100402.0,-369513.0,-369513,958995,1211735.0,-356042,-458823.0,116773.0,,,
WRTC,2020-03-31,-2345975.0,-2345975.0,44128,405812,3079540,689437,0,,-2390103.0,-2390103,283625,2140250.0,-2345975,-2345975.0,533478.0,,,
WRTC,2019-12-31,-2543429.0,-2543429.0,93529,165315,2887730,250772,0,,-2636958.0,-2636958,85457,2106250.0,-2543429,-2543429.0,616165.0,,,
WRTC,2019-09-30,-2387204.0,-2387204.0,109759,157786,2765726,268763,0,,-2496963.0,-2496963,110977,1878152.0,-2387204,-2387204.0,729788.0,,,
WRTC,2019-06-30,-1914074.0,-1914074.0,59577,35695,2033095,59444,0,,-1973651.0,-1973651,23749,1481187.0,-1914074,-1914074.0,516213.0,,,
URBN,2020-04-30,-138442000.0,-138442000.0,-14366000,562112000,772690000,588483000,-60131000,,-184207000.0,-184207000,26371000,210578000.0,-138442000,-198573000.0,,,,
URBN,2020-01-31,19539000.0,19539000.0,-27481000,821174000,1102481000,1169578000,20077000,,67097000.0,67097000,348404000,281307000.0,19539000,39616000.0,,,,
URBN,2019-10-31,55652000.0,55652000.0,576000,666367000,912200000,987469000,20193000,,75269000.0,75269000,321102000,245833000.0,55652000,75845000.0,,,,
URBN,2019-07-31,60320000.0,60320000.0,3498000,646454000,884268000,962329000,21239000,,78061000.0,78061000,315875000,237814000.0,60320000,81559000.0,,,,
HEPA,2019-12-31,-1892527.0,-1894406.0,81569,0,2242283,0,-266308,,-2242283.0,-2242283,0,1178353.0,-1894406,-2160714.0,1063930.0,,,
HEPA,2019-09-30,-1828143.0,-1819683.0,90851,0,1910534,0,0,,-1910534.0,-1910534,0,1064081.0,-1819683,-1819683.0,846453.0,,,
HEPA,2019-06-30,-6432943.0,-1020898.0,-286344,0,1695568,0,-961014,,-1695568.0,-1695568,0,939909.0,-1020898,-1981912.0,755659.0,,,
HEPA,2019-03-31,-2008032.0,-1983711.0,-62011,0,1921700,0,0,,-1921700.0,-1921700,0,1403660.0,-1983711,-1983711.0,518040.0,,,
KMX,2020-02-29,214934000.0,214934000.0,-23403000,4461026000,4945754000,5245790000,61699000,-22307000.0,300036000.0,300036000,784764000,484796000.0,214934000,276633000.0,,,-68000.0,
KMX,2019-11-30,173156000.0,173156000.0,-15273000,4341248000,4826096000,5068928000,54403000,-21843000.0,242832000.0,242832000,727680000,484848000.0,173156000,227559000.0,,,-68000.0,
KMX,2019-08-31,233599000.0,233599000.0,-21216000,4669267000,5150098000,5476851000,71938000,-21073000.0,326753000.0,326753000,807584000,480831000.0,233599000,305537000.0,,,-68000.0,
KMX,2019-05-31,266744000.0,266744000.0,-17425000,4774176000,5263836000,5632518000,84513000,-17784000.0,368682000.0,368682000,858342000,489700000.0,266744000,351257000.0,,,-40000.0,
OTIC,2020-03-31,-11763000.0,-11763000.0,-201000,214000,11722000,160000,0,-394000.0,-11562000.0,-11562000,-54000,3836000.0,-11763000,-11763000.0,7672000.0,,,
OTIC,2019-12-31,-10925000.0,-10925000.0,-83000,276000,10935000,93000,0,-397000.0,-10842000.0,-10842000,-183000,3625000.0,-10925000,-10925000.0,7034000.0,,,
OTIC,2019-09-30,-10039000.0,-10039000.0,16000,220000,10180000,125000,0,-403000.0,-10055000.0,-10055000,-95000,1903000.0,-10039000,-10039000.0,8057000.0,,,
OTIC,2019-06-30,-11727000.0,-11727000.0,89000,203000,12006000,190000,0,-400000.0,-11816000.0,-11816000,-13000,2884000.0,-11727000,-11727000.0,8919000.0,,,
AIT,2020-03-31,-82777000.0,-82777000.0,-144374000,590145000,771750000,830797000,-2550000,-8805000.0,59047000.0,59047000,240652000,181605000.0,-82777000,-85327000.0,,,,
AIT,2019-12-31,38031000.0,38031000.0,-9398000,592141000,774600000,833375000,11346000,-9583000.0,58775000.0,58775000,241234000,182459000.0,38031000,49377000.0,,,,
AIT,2019-09-30,38799000.0,38799000.0,-11589000,604944000,793708000,856404000,12308000,-10059000.0,62696000.0,62696000,251460000,188461000.0,38799000,51107000.0,,,,
AIT,2019-06-30,39803000.0,39803000.0,-10574000,624692000,810049000,882743000,22317000,-10787000.0,72694000.0,72694000,258051000,156874000.0,39803000,62120000.0,,,,
LINC,2020-03-31,-2058000.0,-1750000.0,-1055000,30238000,70686000,70041000,50000,-354000.0,-645000.0,-645000,39803000,40448000.0,-1750000,-1700000.0,,,,
LINC,2019-12-31,9115000.0,9207000.0,-465000,30555000,64219000,73915000,24000,-822000.0,9696000.0,9696000,43360000,33664000.0,9207000,9231000.0,,,,
LINC,2019-09-30,1340000.0,1340000.0,-542000,33211000,70662000,72594000,50000,-754000.0,1932000.0,1932000,39383000,37451000.0,1340000,1390000.0,,,,
LINC,2019-06-30,-3064000.0,-3064000.0,-827000,29749000,65662000,63569000,144000,-829000.0,-2093000.0,-2093000,33820000,35913000.0,-3064000,-2920000.0,,,,
VCEL,2020-03-31,-4705000.0,-4705000.0,371000,9922000,31754000,26678000,0,-2000.0,-5076000.0,-5076000,16756000,18069000.0,-4705000,-4705000.0,3763000.0,,,
VCEL,2019-12-31,9501000.0,9501000.0,291000,10585000,30180000,39390000,0,-2000.0,9210000.0,9210000,28805000,16378000.0,9501000,9501000.0,3217000.0,,,
VCEL,2019-09-30,3470000.0,3470000.0,373000,9324000,27402000,30499000,0,-2000.0,3097000.0,3097000,21175000,14982000.0,3470000,3470000.0,3096000.0,,,
VCEL,2019-06-30,-19792000.0,-19792000.0,408000,9022000,46351000,26151000,0,-2000.0,-20200000.0,-20200000,17129000,16259000.0,-19792000,-19792000.0,21070000.0,,,
SUP,2020-03-31,-197952000.0,-190082000.0,-204168000,277951000,290486000,301112000,-3460000,-11850000.0,10626000.0,10626000,23161000,12535000.0,-190082000,-193542000.0,,2225000.0,,
SUP,2019-12-31,-106821000.0,-99049000.0,-114877000,281583000,298729000,310281000,-4276000,-11479000.0,11552000.0,11552000,28698000,17146000.0,-99049000,-103325000.0,,6525000.0,,
SUP,2019-09-30,-14331000.0,-6631000.0,-24573000,322967000,338857000,352014000,-4785000,-11807000.0,13157000.0,13157000,29047000,15890000.0,-6631000,-11416000.0,,9136000.0,,
SUP,2019-06-30,-909000.0,7270000.0,-9320000,312504000,328368000,352499000,7541000,-11852000.0,24131000.0,24131000,39995000,15864000.0,7270000,14811000.0,,12031000.0,,
OCSI,2020-03-31,-70215664.0,-70215664.0,-78254538,0,2303739,10342613,0,-3477099.0,8038874.0,8038874,10342613,2303739.0,-70215664,-70215664.0,,,,
OCSI,2019-12-31,6134254.0,6134254.0,-2020217,0,3448642,11603113,0,-3426891.0,8154471.0,8154471,11603113,3448642.0,6134254,6134254.0,,,,
OCSI,2019-09-30,2996346.0,2996346.0,-5818577,0,3263253,12078176,0,-3673356.0,8814923.0,8814923,12078176,3263253.0,2996346,2996346.0,,,,
OCSI,2019-06-30,3482900.0,3482900.0,-6295965,0,4029658,13808523,0,-3860478.0,9778865.0,9778865,13808523,4029658.0,3482900,3482900.0,,,,
XIN,2020-03-31,-39523000.0,-39140000.0,-28385000,97663000,141681000,125769000,-5157000,-30263000.0,-15912000.0,-15912000,28106000,44018000.0,-39523000,-44297000.0,,100834000.0,,
XIN,2019-12-31,33937527.0,39571802.0,7221172,760161191,833959810,906702812,40392372,-29747360.0,72743002.0,72743002,146541621,73798619.0,33937527,79964174.0,,101650383.0,,
XIN,2019-09-30,4144000.0,5442000.0,-30183000,374134000,431757000,497638000,30256000,-31338000.0,65881000.0,65881000,123504000,57623000.0,4144000,35698000.0,,70812000.0,,
XIN,2019-06-30,10654000.0,19825000.0,-31793000,450224000,513200000,609439000,44621000,-28384000.0,96239000.0,96239000,159215000,62976000.0,10654000,64446000.0,,72900000.0,,
TLRY,2020-03-31,-184123000.0,-184123000.0,-147786000,36260000,84438000,47130000,-971000,-9146000.0,-37308000.0,-37308000,10870000,35652000.0,-184123000,-185094000.0,1258000.0,,,
TLRY,2019-12-31,-220137000.0,-220137000.0,-101162000,99514000,166347000,42507000,-4865000,-8672000.0,-123840000.0,-123840000,-57007000,50361000.0,-220137000,-225002000.0,1667000.0,,,
TLRY,2019-09-30,-35678000.0,-35678000.0,368000,32317000,81589000,48170000,2627000,-8687000.0,-33419000.0,-33419000,15853000,35452000.0,-35678000,-33051000.0,2315000.0,,,
TLRY,2019-06-30,-35053000.0,-35053000.0,-8552000,28409000,70738000,42042000,-2195000,-8586000.0,-28696000.0,-28696000,13633000,30831000.0,-35053000,-37248000.0,1528000.0,,,
PFBC,2020-03-31,16103000.0,16154000.0,-1000,0,15183000,38163000,6825000,,22980000.0,0,38163000,13952000.0,16154000,22979000.0,,,1231000.0,
PFBC,2019-12-31,19452000.0,19616000.0,-3000,0,8061000,36136000,8456000,,28075000.0,0,36136000,12660000.0,19616000,28072000.0,,,-4599000.0,
PFBC,2019-09-30,19865000.0,20033000.0,129000,0,14027000,42314000,8383000,,28287000.0,0,42314000,12871000.0,20033000,28416000.0,,,1156000.0,
PFBC,2019-06-30,19821000.0,19979000.0,45000,0,13930000,42226000,8362000,,28296000.0,0,42226000,12523000.0,19979000,28341000.0,,,1407000.0,
KIN,2020-03-31,-22761000.0,-22761000.0,-2047000,3577000,21317000,603000,0,-534000.0,-20714000.0,-20714000,-2974000,8873000.0,-22761000,-22761000.0,8867000.0,,,
KIN,2019-12-31,-15734000.0,-15734000.0,-236000,187000,16899000,1401000,0,-158000.0,-15498000.0,-15498000,1214000,9578000.0,-15734000,-15734000.0,7134000.0,,,
KIN,2019-09-30,-15293000.0,-15293000.0,414000,139000,16811000,1104000,0,-158000.0,-15707000.0,-15707000,965000,9382000.0,-15293000,-15293000.0,7290000.0,,,
KIN,2019-06-30,-14307000.0,-14307000.0,425000,169000,15968000,1236000,0,-158000.0,-14732000.0,-14732000,1067000,9065000.0,-14307000,-14307000.0,6734000.0,,,
CTL,2020-03-31,314000000.0,314000000.0,-543000000,2235000000,4252000000,5228000000,119000000,-449000000.0,976000000.0,976000000,2993000000,857000000.0,314000000,433000000.0,,,,
CTL,2019-12-31,223000000.0,223000000.0,-781000000,2521000000,4440000000,5570000000,126000000,-484000000.0,1130000000.0,1130000000,3049000000,709000000.0,223000000,349000000.0,,,,
CTL,2019-09-30,302000000.0,302000000.0,-502000000,2590000000,4694000000,5606000000,108000000,-496000000.0,912000000.0,912000000,3016000000,869000000.0,302000000,410000000.0,,,,
CTL,2019-06-30,371000000.0,371000000.0,-434000000,2446000000,4642000000,5578000000,131000000,-518000000.0,936000000.0,936000000,3132000000,1000000000.0,371000000,502000000.0,,,,
DXR,2019-12-31,-465806.0,-465806.0,-463432,0,99074,93609,-3091,-34112.0,-5465.0,-5465,93609,111815.0,-465806,-468897.0,,,-12742.0,
DXR,2019-09-30,-465806.0,-465806.0,-463432,0,99074,93609,-3091,-34112.0,-5465.0,-5465,93609,111815.0,-465806,-468897.0,,,-12742.0,
DXR,2019-06-30,217957.0,217957.0,204863,0,80277,96462,3091,-37631.0,16185.0,16185,96462,80277.0,217957,221048.0,,,-12742.0,
DXR,2019-03-31,217957.0,217957.0,204863,0,80277,96462,3091,-37631.0,16185.0,16185,96462,80277.0,217957,221048.0,,,-12742.0,
IFMK,2019-12-31,-2071268.0,-2071268.0,-717845,16578133,22194107,20892780,52096,-326339.0,-1301327.0,-1301327,4314647,5615974.0,-2071268,-2019172.0,,,,
IFMK,2019-09-30,-886723.0,-886723.0,380164,17115180,22966959,21861502,161430,-349475.0,-1105457.0,-1105457,4746322,5851779.0,-886723,-725293.0,,,,
IFMK,2019-06-30,-3368127.0,-3368127.0,-1188665,19029287,26105181,23827782,-97937,-609745.0,-2277399.0,-2277399,4798495,7075894.0,-3368127,-3466064.0,,,,
IFMK,2019-03-31,-4159050.0,-4159050.0,159247,29528621,36819036,32754429,253690,-312168.0,-4064607.0,-4064607,3225808,7290415.0,-4159050,-3905360.0,,,,
WINA,2020-03-28,7317000.0,7317000.0,-519300,2749300,8498200,18600000,2265500,-525200.0,10101800.0,10101800,15850700,5748900.0,7317000,9582500.0,,,,
WINA,2019-12-28,8461400.0,8461400.0,-309100,832200,6939600,17882600,2172500,-382400.0,10943000.0,10943000,17050400,6107400.0,8461400,10633900.0,,,,
WINA,2019-09-28,9113800.0,9113800.0,-405700,1188600,7406200,19680900,2755200,-406200.0,12274700.0,12274700,18492300,6217600.0,9113800,11869000.0,,,,
WINA,2019-06-29,7301900.0,7301900.0,-506400,1121400,7557300,17404200,2038600,-500300.0,9846900.0,9846900,16282800,6435900.0,7301900,9340500.0,,,,
MDC,2020-03-31,36529000.0,36760000.0,552000,581640000,670961000,718971000,11802000,,48010000.0,48010000,137331000,89321000.0,36760000,48562000.0,,,,
MDC,2019-12-31,92000000.0,92589000.0,-193000,886928000,992029000,1104468000,19657000,,112439000.0,112439000,217540000,105101000.0,92589000,112246000.0,,,,
MDC,2019-09-30,50256000.0,50580000.0,449000,617589000,710305000,772662000,12226000,,62357000.0,62357000,155073000,92716000.0,50580000,62806000.0,,,,
MDC,2019-06-30,54270000.0,54593000.0,1654000,596052000,678764000,751441000,19738000,,72677000.0,72677000,155389000,82712000.0,54593000,74331000.0,,,,
PNR,2020-03-31,72700000.0,72700000.0,-10800000,458400000,606600000,710000000,19900000,-6900000.0,103400000.0,103400000,251600000,129200000.0,72700000,92600000.0,19000000.0,,,
PNR,2019-12-31,97800000.0,102900000.0,-2200000,481000000,647100000,755200000,3000000,-6500000.0,108100000.0,108100000,274200000,148400000.0,97800000,105900000.0,17700000.0,,,
PNR,2019-09-30,92300000.0,91300000.0,-10500000,458600000,601900000,713600000,9900000,-6900000.0,111700000.0,111700000,255000000,123500000.0,92300000,101200000.0,19800000.0,,,
PNR,2019-06-30,114300000.0,115100000.0,-6200000,512800000,656100000,799500000,22100000,-9400000.0,143400000.0,143400000,286700000,122600000.0,114300000,137200000.0,20700000.0,,,
DRRX,2020-03-31,-9948000.0,-9948000.0,-334000,8949000,12389000,2775000,0,-592000.0,-9614000.0,-9614000,-6174000,3440000.0,-9948000,-9948000.0,,,,
DRRX,2019-12-31,-4231000.0,-4231000.0,-271000,10851000,14645000,10685000,0,-609000.0,-3960000.0,-3960000,-166000,3794000.0,-4231000,-4231000.0,,,,
DRRX,2019-09-30,-1990000.0,-1990000.0,221000,9137000,12974000,10763000,0,-629000.0,-2211000.0,-2211000,1626000,3837000.0,-1990000,-1990000.0,,,,
DRRX,2019-06-30,-7227000.0,-7227000.0,-457000,7477000,10755000,3985000,0,-634000.0,-6770000.0,-6770000,-3492000,3278000.0,-7227000,-7227000.0,,,,
V,2020-03-31,2973000000.0,3084000000.0,-103000000,183000000,1922000000,5854000000,745000000,-118000000.0,3932000000.0,3932000000,5671000000,1547000000.0,3084000000,3829000000.0,,,,
V,2019-12-31,3154000000.0,3272000000.0,-42000000,181000000,2038000000,6054000000,702000000,-111000000.0,4016000000.0,4016000000,5873000000,1675000000.0,3272000000,3974000000.0,,,,
V,2019-09-30,2916000000.0,3025000000.0,-400000000,193000000,2026000000,6137000000,686000000,-162000000.0,4111000000.0,4111000000,5944000000,1661000000.0,3025000000,3711000000.0,,,,
V,2019-06-30,2991000000.0,3101000000.0,-52000000,184000000,1922000000,5840000000,765000000,-128000000.0,3918000000.0,3918000000,5656000000,1573000000.0,3101000000,3866000000.0,,,,
CODI,2020-03-31,-15350000.0,4880000.0,-8461000,213961000,319886000,333449000,222000,-9263000.0,13563000.0,13563000,119488000,92420000.0,3665000,5102000.0,,53808000.0,,
CODI,2019-12-31,-12124000.0,4543000.0,-20256000,246209000,357833000,386999000,4367000,-11082000.0,29166000.0,29166000,140790000,98101000.0,3808000,8910000.0,,50548000.0,,
CODI,2019-09-30,-77922000.0,-28582000.0,-56296000,251778000,356199000,388313000,4400000,-12295000.0,32114000.0,32114000,136535000,90901000.0,-27785000,-24182000.0,,47445000.0,,
CODI,2019-06-30,203873000.0,-3806000.0,-19744000,213521000,315595000,336084000,4551000,-20569000.0,20489000.0,20489000,122563000,88552000.0,216534000,745000.0,,45977000.0,,
CUBI,2020-03-31,-515000.0,3100000.0,-2925000,0,63534000,71465000,1906000,,7931000.0,0,71465000,57130000.0,3100000,5006000.0,,,6404000.0,
CUBI,2019-12-31,23911000.0,27526000.0,-10316000,0,55901000,101193000,7450000,,45292000.0,0,101193000,51746000.0,27526000,34976000.0,,,4155000.0,
CUBI,2019-09-30,23451000.0,27066000.0,-1331000,0,58261000,94678000,8020000,,36417000.0,0,94678000,51392000.0,27066000,35086000.0,,,6869000.0,
CUBI,2019-06-30,5681000.0,9296000.0,-2143000,0,57439000,71369000,2491000,,13930000.0,0,71369000,51716000.0,9296000,11787000.0,,,5723000.0,
XERS,2020-03-31,-29184000.0,-29184000.0,-930000,1790000,30042000,1788000,0,-1499000.0,-28254000.0,-28254000,-2000,21606000.0,-29184000,-29184000.0,6646000.0,,,
XERS,2019-12-31,-33082000.0,-33082000.0,-739000,1570000,34632000,1831000,-458000,-1531000.0,-32801000.0,-32801000,261000,20642000.0,-33082000,-33540000.0,12420000.0,,,
XERS,2019-09-30,-32836000.0,-32836000.0,-2754000,10000,30405000,323000,0,-3507000.0,-30082000.0,-30082000,313000,14877000.0,-32836000,-32836000.0,15518000.0,,,
XERS,2019-06-30,-34385000.0,-34385000.0,-325000,23000,34380000,320000,0,-1062000.0,-34060000.0,-34060000,297000,15024000.0,-34385000,-34385000.0,19333000.0,,,
AESE,2020-03-31,-8776469.0,-8776469.0,-682399,2453769,14139123,6045053,0,-682940.0,-8094070.0,-8094070,3591284,5857054.0,-8776469,-8776469.0,,,,
AESE,2019-12-31,-5819819.0,-5819819.0,-1021223,2187631,11255656,6457060,0,-678684.0,-4798596.0,-4798596,4269429,7434231.0,-5819819,-5819819.0,,,,
AESE,2019-09-30,-4253472.0,-4253472.0,-435869,2725635,9859144,6041541,0,-451553.0,-3817603.0,-3817603,3315906,5417406.0,-4253472,-4253472.0,,,,
AESE,2019-06-30,-2811286.0,-2811286.0,-66890,2748702,10082742,7338346,0,-66890.0,-2744396.0,-2744396,4589644,5602378.0,-2811286,-2811286.0,,,,
KNL,2020-03-31,10900000.0,10900000.0,-13500000,217100000,319500000,340000000,-3900000,-4900000.0,20500000.0,20500000,122900000,102400000.0,10900000,7000000.0,,,,
KNL,2019-12-31,10400000.0,10400000.0,-24200000,227400000,333300000,371500000,3600000,-5500000.0,38200000.0,38200000,144100000,89500000.0,10400000,14000000.0,,,,
KNL,2019-09-30,17500000.0,17500000.0,-14800000,216100000,318200000,356500000,6000000,-5500000.0,38300000.0,38300000,140400000,102100000.0,17500000,23500000.0,,,,
KNL,2019-06-30,21700000.0,21700000.0,-6500000,226600000,331900000,367300000,7200000,-5500000.0,35400000.0,35400000,140700000,105300000.0,21700000,28900000.0,,,,
INSM,2020-03-31,-66364000.0,-66364000.0,-5971000,8438000,97217000,36860000,36000,-7411000.0,-60357000.0,-60357000,28422000,51346000.0,-66364000,-66328000.0,36184000.0,,,
INSM,2019-12-31,-52988000.0,-52988000.0,-5582000,-35128000,92790000,45708000,324000,-7348000.0,-47082000.0,-47082000,80836000,50206000.0,-52988000,-52664000.0,76464000.0,,,
INSM,2019-09-30,-60682000.0,-60682000.0,-4046000,22456000,95373000,38885000,148000,-6846000.0,-56488000.0,-56488000,16429000,53347000.0,-60682000,-60534000.0,18321000.0,,,
INSM,2019-06-30,-66514000.0,-66514000.0,-4258000,19857000,92138000,29972000,90000,-6785000.0,-62166000.0,-62166000,10115000,52433000.0,-66514000,-66424000.0,18600000.0,,,
LCNB,2020-03-31,5015000.0,5026000.0,-259000,0,10813000,16844000,746000,,6031000.0,0,16844000,8316000.0,5026000,5772000.0,,,2497000.0,
LCNB,2019-12-31,4823000.0,4830000.0,-264000,0,10744000,17076000,1238000,,6332000.0,0,17076000,10140000.0,4830000,6068000.0,,,604000.0,
LCNB,2019-09-30,4720000.0,4727000.0,-278000,0,10704000,16670000,961000,,5966000.0,0,16670000,8341000.0,4727000,5688000.0,,,2363000.0,
LCNB,2019-06-30,4719000.0,4728000.0,-440000,0,10393000,16534000,973000,,6141000.0,0,16534000,8037000.0,4728000,5701000.0,,,2356000.0,
AAWW,2020-03-31,23353000.0,23353000.0,-22688000,445480000,588628000,643502000,8833000,-29082000.0,54874000.0,54874000,198022000,42391000.0,23353000,32186000.0,,,51112000.0,
AAWW,2019-12-31,-410245000.0,-410245000.0,-628013000,461567000,640854000,747049000,-111573000,-29484000.0,106195000.0,106195000,285482000,48698000.0,-410245000,-521818000.0,,,54973000.0,
AAWW,2019-09-30,59974000.0,59974000.0,33386000,469630000,630233000,648539000,-8282000,-29264000.0,18306000.0,18306000,178909000,49110000.0,59974000,51692000.0,,,54494000.0,
AAWW,2019-06-30,86868000.0,86868000.0,9212000,491221000,650945000,663918000,-64683000,-29418000.0,12973000.0,12973000,172697000,46374000.0,86868000,22185000.0,,,54961000.0,
