stock,endDate,capitalExpenditures,changeToNetincome,changeToAccountReceivables,changeToInventory,dividendsPaid,otherCashflowsFromInvestingActivities,depreciation,totalCashFromOperatingActivities,effectOfExchangeRate,repurchaseOfStock,changeInCash,netIncome,changeToOperatingActivities,totalCashFromFinancingActivities,netBorrowings,totalCashflowsFromInvestingActivities,changeToLiabilities,issuanceOfStock,investments,otherCashflowsFromFinancingActivities
AIT,2019-06-30,-7259000.0,12235000.0,,,-12012000.0,,15251000.0,103435000.0,391000.0,-121000.0,60852000.0,39803000,74059000.0,-36069000.0,-23935000.0,-6905000.0,-29788000,,,-1000.0
LINC,2020-03-31,-1287000.0,6623000.0,-11835000.0,-227000.0,,,1890000.0,-11947000.0,,,-28903000.0,-1750000,558000.0,-15669000.0,-15500000.0,-1287000.0,-7322000,,,-169000.0
LINC,2019-12-31,-2113000.0,5091000.0,-4952000.0,291000.0,,,2144000.0,5881000.0,,,22890000.0,9207000,-3311000.0,18758000.0,7653000.0,-1749000.0,-3336000,,,-1595000.0
LINC,2019-09-30,-2060000.0,6240000.0,-7216000.0,187000.0,,,1983000.0,5889000.0,,,4768000.0,1340000,54000.0,728000.0,728000.0,-1849000.0,3111000,,,-1595000.0
LINC,2019-06-30,-573000.0,4018000.0,-4493000.0,-394000.0,,,1939000.0,140000.0,,,805000.0,-3064000,-2874000.0,1238000.0,1250000.0,-573000.0,5170000,,,-12000.0
VCEL,2020-03-31,-717000.0,3755000.0,7997000.0,-466000.0,,,1327000.0,4686000.0,,-97000.0,18734000.0,-4705000,-3163000.0,306000.0,,13742000.0,-59000,420000.0,14459000.0,-17000.0
VCEL,2019-12-31,-361000.0,3800000.0,-12210000.0,7000.0,,,570000.0,3150000.0,,-97000.0,-9927000.0,9501000,611000.0,1527000.0,,-14604000.0,871000,1524000.0,-14243000.0,3000.0
VCEL,2019-09-30,-1031000.0,4044000.0,1126000.0,-2035000.0,,,476000.0,7892000.0,,-97000.0,22943000.0,3470000,468000.0,1683000.0,,13368000.0,343000,1703000.0,14399000.0,-20000.0
VCEL,2019-06-30,-992000.0,5135000.0,-2310000.0,-725000.0,,,-13000.0,-18379000.0,,-97000.0,-21122000.0,-19792000,196000.0,1068000.0,,-3811000.0,-870000,1061000.0,-2819000.0,7000.0
SUP,2020-03-31,-13865000.0,183539000.0,-423000.0,-5209000.0,-3392000.0,,24392000.0,31313000.0,-2261000.0,,204236000.0,-190082000,2897000.0,189049000.0,196923000.0,-13865000.0,16904000,,,-4482000.0
SUP,2019-12-31,-16710000.0,103069000.0,57201000.0,-3766000.0,-3385000.0,,23222000.0,60491000.0,2220000.0,,28619000.0,-99049000,-12889000.0,-17382000.0,-11009000.0,-16710000.0,-3697000,,,-2988000.0
SUP,2019-09-30,-18919000.0,6398000.0,-7926000.0,11688000.0,-6261000.0,,23227000.0,32720000.0,-1465000.0,,-7615000.0,-6631000,7739000.0,-19951000.0,-10832000.0,-18919000.0,521000,,,-2858000.0
SUP,2019-06-30,-15273000.0,793000.0,8732000.0,-10123000.0,-6782000.0,,23342000.0,40940000.0,66000.0,,3284000.0,7270000,2894000.0,-30619000.0,-23183000.0,-7103000.0,5368000,,,-654000.0
OCSI,2020-03-31,,59439664.0,1542369.0,,-4489700.0,,,-3323978.0,149093.0,-77648.0,13257767.0,-70215664,5657683.0,16432652.0,21000000.0,,-7846,,,
OCSI,2019-12-31,,12840552.0,781889.0,,-4503016.0,,,-2988944.0,-264.0,-64334.0,3943442.0,6134254,-22992470.0,6932650.0,11500000.0,,30905,,,
OCSI,2019-09-30,,-8554946.0,-827861.0,,-4510023.0,,,18219274.0,-920.0,-57325.0,51006.0,2996346,24887317.0,-18167348.0,-13600000.0,,-477344,,,
OCSI,2019-06-30,,3672124.0,-50103.0,,-4514262.0,,,6141156.0,-461.0,-53088.0,2173345.0,3482900,-1556254.0,-3967350.0,600000.0,,449885,,,
XIN,2020-03-31,,,,,,,,,,,,-39523000,,,,,0,,,
XIN,2019-12-31,,,,,,,,,,,,33937527,,,,,0,,,
XIN,2019-09-30,,,,,,,,,,,,4144000,,,,,0,,,
XIN,2019-06-30,,,,,,,,,,,,10654000,,,,,0,,,
TLRY,2020-03-31,-18290000.0,143991000.0,-1906000.0,-11594000.0,,-927000.0,4561000.0,-54031000.0,-10437000.0,-748000.0,77199000.0,-184123000,3577000.0,159786000.0,44876000.0,-18119000.0,-15218000,114305000.0,437000.0,1353000.0
TLRY,2019-12-31,-23320000.0,154187000.0,-1718000.0,-28885000.0,,-2774000.0,4145000.0,-90810000.0,6177000.0,-5014000.0,-3368000.0,-220137000,22074000.0,69602000.0,-439000.0,11663000.0,-18770000,74201000.0,32913000.0,854000.0
TLRY,2019-09-30,-24158000.0,-4165000.0,-11109000.0,-35029000.0,,-229000.0,4515000.0,-57028000.0,-491000.0,-5014000.0,-84392000.0,-35678000,-16397000.0,39394000.0,-188000.0,-66267000.0,38081000,37916000.0,366000.0,1666000.0
TLRY,2019-06-30,-17246000.0,6317000.0,-5023000.0,-25746000.0,,314000.0,2808000.0,-85386000.0,-147000.0,-5014000.0,-109654000.0,-35053000,-32325000.0,4960000.0,-190000.0,-29081000.0,927000,3483000.0,-11600000.0,1667000.0
PFBC,2020-03-31,-316000.0,7083000.0,,,-4480000.0,,469000.0,19289000.0,,-2321000.0,-50776000.0,16154000,-3510000.0,96382000.0,,-166447000.0,0,,732000.0,103183000.0
PFBC,2019-12-31,-251000.0,3554000.0,,,-4519000.0,,453000.0,20232000.0,,-8234000.0,70456000.0,19616000,-3089000.0,101586000.0,,-51363000.0,0,,-8328000.0,114339000.0
PFBC,2019-09-30,-74000.0,2882000.0,,,-4590000.0,,393000.0,29157000.0,,-10462000.0,114068000.0,20033000,4985000.0,176895000.0,,-91984000.0,0,,2152000.0,191947000.0
PFBC,2019-06-30,-3248000.0,4101000.0,,,-4586000.0,,269000.0,16110000.0,,-1000.0,-271881000.0,19979000,-7478000.0,-48672000.0,,-239319000.0,0,,-55033000.0,-42795000.0
KIN,2020-03-31,-1418000.0,5449000.0,679000.0,-100000.0,,,1053000.0,-17112000.0,,-669000.0,-2026000.0,-22761000,-3075000.0,-545000.0,,15631000.0,1558000,124000.0,17049000.0,
KIN,2019-12-31,-1147000.0,1753000.0,-122000.0,5000.0,,,778000.0,-13695000.0,,-669000.0,-23178000.0,-15734000,-606000.0,653000.0,,-10136000.0,147000,3585000.0,-8991000.0,
KIN,2019-09-30,-625000.0,1712000.0,136000.0,135000.0,,,666000.0,-10877000.0,,-669000.0,7184000.0,-15293000,985000.0,19373000.0,,-1312000.0,782000,184000.0,-687000.0,
KIN,2019-06-30,-4000000.0,1872000.0,-662000.0,167000.0,,,595000.0,-13116000.0,,-669000.0,-36618000.0,-14307000,-3265000.0,532000.0,,-24034000.0,2484000,532000.0,-20034000.0,
CTL,2020-03-31,-974000000.0,290000000.0,60000000.0,,-291000000.0,,1160000000.0,1299000000.0,,,-126000000.0,314000000,-394000000.0,-486000000.0,-126000000.0,-939000000.0,-115000000,,,-69000000.0
CTL,2019-12-31,-940000000.0,155000000.0,2000000.0,,-271000000.0,,1210000000.0,1909000000.0,,,286000000.0,223000000,426000000.0,-724000000.0,-429000000.0,-899000000.0,4000000,,,-24000000.0
CTL,2019-09-30,-957000000.0,181000000.0,125000000.0,,-275000000.0,,1235000000.0,1888000000.0,,,991000000.0,302000000,-67000000.0,57000000.0,339000000.0,-954000000.0,1000000,,,-7000000.0
CTL,2019-06-30,-800000000.0,141000000.0,-137000000.0,,-269000000.0,,1196000000.0,1701000000.0,,,-34000000.0,371000000,182000000.0,-924000000.0,-652000000.0,-811000000.0,-27000000,,,-3000000.0
DXR,2019-12-31,,1873187.0,2695.0,,,,,1527257.0,,,,-465806,,-1527257.0,-1527257.0,,117182,,,
DXR,2019-09-30,,1873187.0,2695.0,,,,,1527257.0,,,,-465806,,-1527257.0,-1527257.0,,117182,,,
DXR,2019-06-30,,-152182.0,-2209.0,,,,,28774.0,,,,217957,,-28774.0,-28774.0,,-36300,,,
DXR,2019-03-31,,-152182.0,-2209.0,,,,,28774.0,,,,217957,,-28774.0,-28774.0,,-36300,,,
IFMK,2019-12-31,-1383242.0,-410821.0,287278.0,-14971.0,,-525140.0,2512633.0,-1924889.0,,,-201968.0,-2071268,-2315787.0,3631303.0,-448645.0,-1908382.0,88048,4079948.0,,
IFMK,2019-09-30,-301123.0,161430.0,685967.0,-425084.0,,302153.0,2418147.0,-614299.0,,,-455006.0,-886723,-2539738.0,158263.0,-487848.0,1030.0,-28299,646111.0,,
IFMK,2019-06-30,-281489.0,2056592.0,-181405.0,1596001.0,,610738.0,2919487.0,-620468.0,,,261526.0,-3368127,-1319103.0,552745.0,-566837.0,329249.0,-2323913,1119582.0,,
IFMK,2019-03-31,-444949.0,469022.0,83462.0,1911050.0,,1350283.0,646347.0,-1256651.0,,,-525625.0,-4159050,238830.0,-174308.0,-504309.0,905334.0,-446312,330001.0,,
WINA,2020-03-28,-1737200.0,845300.0,689000.0,-19200.0,-912200.0,,315200.0,14363200.0,,-48987500.0,3216700.0,7317000,4056800.0,-9409300.0,40344500.0,-1737200.0,-924600,145900.0,,
WINA,2019-12-28,-1106600.0,193200.0,-75100.0,-16300.0,-965400.0,,183800.0,12579300.0,,-48987500.0,17618100.0,8461400,4924900.0,6145400.0,-812500.0,-1106600.0,-405400,7923300.0,,
WINA,2019-09-28,-2240200.0,-684700.0,-84100.0,44700.0,-954800.0,,188400.0,14353900.0,,-48987500.0,6396000.0,9113800,4954600.0,-5717700.0,-6812500.0,-2240200.0,-244300,2049600.0,,
WINA,2019-06-29,-3991500.0,885100.0,-54800.0,-600.0,-942800.0,,190900.0,9548000.0,,-48987500.0,34400.0,7301900,5312700.0,-5522100.0,-5368100.0,-3991500.0,-680000,788800.0,,
MDC,2020-03-31,-6512000.0,18839000.0,-1611000.0,-149822000.0,-20768000.0,,5152000.0,-37173000.0,,,-49587000.0,36760000,54640000.0,-5396000.0,7178000.0,-7018000.0,-1131000,8194000.0,-506000.0,
MDC,2019-12-31,-4586000.0,8482000.0,-8315000.0,29149000.0,-18780000.0,,7576000.0,90951000.0,,,125759000.0,92589000,-80806000.0,39402000.0,59145000.0,-4594000.0,42276000,8194000.0,-8000.0,
MDC,2019-09-30,-6268000.0,10757000.0,-4646000.0,-168120000.0,-18701000.0,,5537000.0,-88783000.0,,,-111348000.0,50580000,-7366000.0,-12293000.0,7432000.0,-10272000.0,24475000,8194000.0,-4004000.0,
MDC,2019-06-30,-7474000.0,6868000.0,13735000.0,-77731000.0,-18521000.0,,5063000.0,1317000.0,,,-16265000.0,54593000,-3818000.0,-10097000.0,-1817000.0,-7485000.0,2607000,10241000.0,-11000.0,
PNR,2020-03-31,-18700000.0,20700000.0,-167100000.0,-20100000.0,-32100000.0,,19200000.0,-162400000.0,-3800000.0,-115200000.0,86800000.0,72700000,-37900000.0,278800000.0,420900000.0,-25800000.0,-49900000,5200000.0,,
PNR,2019-12-31,-13900000.0,27200000.0,-100300000.0,9600000.0,-30300000.0,,19500000.0,88300000.0,-1700000.0,-115200000.0,-30700000.0,97800000,-30700000.0,-114900000.0,-89700000.0,-2400000.0,65200000,5700000.0,,
PNR,2019-09-30,-14800000.0,-3800000.0,50600000.0,900000.0,-30400000.0,,19600000.0,168000000.0,4100000.0,-400000.0,32700000.0,92300000,14100000.0,-124600000.0,-93200000.0,-14800000.0,-5700000,5700000.0,,
PNR,2019-06-30,-13000000.0,-26900000.0,186200000.0,25300000.0,-31000000.0,,20700000.0,353000000.0,-4600000.0,-150000000.0,1600000.0,114300000,38300000.0,-336600000.0,-151200000.0,-10200000.0,-4900000,1300000.0,,
DRRX,2020-03-31,-137000.0,477000.0,606000.0,75000.0,,,62000.0,-12860000.0,,,-2347000.0,-9948000,-4680000.0,760000.0,-1000.0,9753000.0,436000,761000.0,9890000.0,
DRRX,2019-12-31,-74000.0,809000.0,9880000.0,-19000.0,,,67000.0,3977000.0,,,-4802000.0,-4231000,2889000.0,3860000.0,-1000.0,-12639000.0,-5516000,4690000.0,-12565000.0,
DRRX,2019-09-30,-74000.0,893000.0,-10051000.0,48000.0,,,71000.0,18789000.0,,,2783000.0,-1990000,1434000.0,242000.0,-1000.0,-16248000.0,28292000,243000.0,-16248000.0,
DRRX,2019-06-30,-15000.0,460000.0,79000.0,-257000.0,,,71000.0,-6009000.0,,,9302000.0,-7227000,696000.0,15344000.0,-1000.0,-33000.0,79000,15345000.0,-18000.0,
V,2020-03-31,-216000000.0,1771000000.0,145000000.0,,-668000000.0,-4000000.0,192000000.0,1467000000.0,-39000000.0,-3141000000.0,553000000.0,3084000000,-3751000000.0,-2754000000.0,1001000000.0,1879000000.0,26000000,54000000.0,2099000000.0,
V,2019-12-31,-191000000.0,1763000000.0,-107000000.0,,-671000000.0,36000000.0,182000000.0,3875000000.0,127000000.0,-2517000000.0,1431000000.0,3272000000,-1223000000.0,-3133000000.0,1001000000.0,562000000.0,-12000000,55000000.0,794000000.0,
V,2019-09-30,-249000000.0,1690000000.0,-14000000.0,,-671000000.0,31000000.0,-185000000.0,4042000000.0,-215000000.0,-2132000000.0,163000000.0,3025000000,-829000000.0,-2660000000.0,1001000000.0,-1004000000.0,-2000000,35000000.0,-223000000.0,
V,2019-06-30,-194000000.0,1528000000.0,-116000000.0,,-565000000.0,68000000.0,165000000.0,3384000000.0,109000000.0,-2152000000.0,387000000.0,3101000000,-1320000000.0,-3915000000.0,1001000000.0,809000000.0,26000000,38000000.0,1071000000.0,
CODI,2020-03-31,-6603000.0,946000.0,6695000.0,11773000.0,-27106000.0,-43000.0,21806000.0,33986000.0,-1026000.0,,190699000.0,3665000,-999000.0,164385000.0,200000000.0,-6646000.0,-10425000,,,-8509000.0
CODI,2019-12-31,-12934000.0,12949000.0,29992000.0,14417000.0,-25345000.0,-4896000.0,22048000.0,52978000.0,924000.0,,-185524000.0,3808000,4816000.0,-222404000.0,-298750000.0,-17022000.0,-35803000,,,-9306000.0
CODI,2019-09-30,-7604000.0,38989000.0,-35679000.0,-5085000.0,-25345000.0,-489000.0,21923000.0,22930000.0,-736000.0,,-200026000.0,-27785000,-5554000.0,-264368000.0,-195000000.0,42148000.0,35258000,,,-44023000.0
CODI,2019-06-30,-6832000.0,-227572000.0,15534000.0,-13154000.0,-25346000.0,227522000.0,15716000.0,17590000.0,-317000.0,,446027000.0,216534000,-3537000.0,-120302000.0,-86250000.0,549056000.0,12989000,,,-8706000.0
CUBI,2020-03-31,-6511000.0,9205000.0,,,-3615000.0,-2926000.0,7406000.0,-35141000.0,,-932000.0,43727000.0,3100000,39004000.0,512385000.0,752000000.0,-433517000.0,0,225000.0,-134703000.0,-235293000.0
CUBI,2019-12-31,-17621000.0,13501000.0,,,-3615000.0,-2361000.0,-1761000.0,43597000.0,,-366000.0,30287000.0,27526000,-300000.0,-234409000.0,45707000.0,221099000.0,0,614000.0,16082000.0,-276749000.0
CUBI,2019-09-30,-20619000.0,15393000.0,,,-3615000.0,20094000.0,6283000.0,31554000.0,,-156000.0,86423000.0,27066000,-1200000.0,507079000.0,-229300000.0,-452210000.0,0,242000.0,108566000.0,739908000.0
CUBI,2019-06-30,-4085000.0,8853000.0,,,-3614000.0,-21531000.0,4597000.0,9141000.0,,-316000.0,-21867000.0,9296000,21598000.0,986019000.0,229268000.0,-1017027000.0,0,222000.0,7118000.0,760459000.0
XERS,2020-03-31,-26000.0,1798000.0,2162000.0,10000.0,,,320000.0,-28945000.0,-73000.0,-63000.0,19725000.0,-29184000,-2452000.0,40067000.0,,8676000.0,-1779000,42744000.0,8702000.0,-2614000.0
XERS,2019-12-31,-244000.0,1612000.0,-6566000.0,-2176000.0,,,380000.0,-29572000.0,2000.0,-63000.0,-36641000.0,-33082000,6028000.0,1970000.0,,-9041000.0,4051000,2018000.0,-8797000.0,-48000.0
XERS,2019-09-30,-369000.0,3865000.0,-170000.0,-2176000.0,,,339000.0,-30583000.0,2000.0,-63000.0,-10509000.0,-32836000,-1823000.0,22570000.0,,-2496000.0,-212000,30000.0,-2127000.0,-2460000.0
XERS,2019-06-30,-294000.0,1552000.0,2074000.0,-2176000.0,,,225000.0,-23037000.0,2000.0,-63000.0,4685000.0,-34385000,6868000.0,-157000.0,,27879000.0,367000,287000.0,28173000.0,-444000.0
AESE,2020-03-31,-225567.0,4133922.0,52413.0,,,756846.0,1824465.0,-3098233.0,,,-2738939.0,-8776469,397884.0,5000000.0,,-4640706.0,-794640,5000000.0,-5150000.0,
AESE,2019-12-31,-40826.0,157570.0,343119.0,,,756846.0,1633794.0,-2312773.0,,,-2214923.0,-5819819,614830.0,5000000.0,,106786.0,362795,5000000.0,97886.0,
AESE,2019-09-30,-1273146.0,241374.0,350316.0,,,756846.0,1716103.0,-2785650.0,,,7336059.0,-4253472,-11316.0,-30302.0,,10149386.0,-865069,5000000.0,-3500000.0,
AESE,2019-06-30,-447504.0,155203.0,-952906.0,,,756846.0,1731662.0,-2099795.0,,,1264373.0,-2811286,-165100.0,3820072.0,,-459014.0,-57368,5000000.0,-3500000.0,
KNL,2020-03-31,-10700000.0,-2000000.0,-9400000.0,-10200000.0,-8900000.0,400000.0,10700000.0,-16400000.0,-300000.0,-3800000.0,122100000.0,10900000,-9600000.0,149100000.0,161800000.0,-10300000.0,-6800000,,,
KNL,2019-12-31,-17500000.0,20800000.0,4900000.0,-3300000.0,-8300000.0,400000.0,9700000.0,40100000.0,200000.0,-3800000.0,200000.0,10400000,-7000000.0,-22700000.0,-14300000.0,-17400000.0,3600000,,,
KNL,2019-09-30,-10500000.0,14200000.0,7700000.0,-5800000.0,-8400000.0,-63300000.0,10200000.0,42200000.0,-100000.0,-300000.0,5400000.0,17500000,7700000.0,4700000.0,14800000.0,-41400000.0,-9300000,,,
KNL,2019-06-30,-12700000.0,4600000.0,-11000000.0,-4700000.0,-8300000.0,-63300000.0,9800000.0,36800000.0,-100000.0,-300000.0,500000.0,21700000,8600000.0,-23600000.0,-15300000.0,-12700000.0,11800000,,,
INSM,2020-03-31,-2679000.0,10538000.0,2078000.0,-2332000.0,,,2662000.0,-57935000.0,-7000.0,,-58487000.0,-66364000,-14898000.0,2134000.0,-292000.0,-2679000.0,4169000,2426000.0,,
INSM,2019-12-31,-13038000.0,15651000.0,-3886000.0,-5000000.0,,,2335000.0,-44404000.0,1000.0,,-48203000.0,-52988000,-289000.0,9238000.0,-292000.0,-13038000.0,-6376000,4735000.0,,
INSM,2019-09-30,-14592000.0,6794000.0,-3708000.0,-3153000.0,,,1041000.0,-52368000.0,-26000.0,,-65628000.0,-60682000,-1441000.0,1358000.0,-292000.0,-14592000.0,2694000,1358000.0,,
INSM,2019-06-30,-10610000.0,7353000.0,-2291000.0,-7478000.0,,,1211000.0,-80030000.0,36000.0,,181029000.0,-66514000,-7556000.0,271633000.0,-292000.0,-10610000.0,-10783000,271633000.0,,
LCNB,2020-03-31,-647000.0,22000.0,,,-2247000.0,1166000.0,248000.0,1305000.0,,,4030000.0,5026000,-3445000.0,-9520000.0,-5001000.0,12245000.0,0,136000.0,40248000.0,-2408000.0
LCNB,2019-12-31,-1233000.0,-196000.0,,,-2236000.0,1166000.0,806000.0,7119000.0,,,-2061000.0,4830000,697000.0,-10280000.0,-1000000.0,1100000.0,0,59000.0,19654000.0,-7103000.0
LCNB,2019-09-30,-1474000.0,-113000.0,,,-2111000.0,-12000000.0,844000.0,6599000.0,,,-359000.0,4727000,1562000.0,-5649000.0,-1000000.0,-1309000.0,0,31000.0,7789000.0,-2576000.0
LCNB,2019-06-30,-892000.0,43000.0,,,-2144000.0,-358000.0,847000.0,5927000.0,,,3658000.0,4728000,-432000.0,1130000.0,-1000000.0,-3399000.0,0,13000.0,20784000.0,10102000.0
AAWW,2020-03-31,-34291000.0,3496000.0,16515000.0,,,,66413000.0,71847000.0,,-3834000.0,122189000.0,23353000,-5476000.0,39642000.0,45356000.0,10700000.0,-40393000,,881000.0,-1880000.0
AAWW,2019-12-31,-86490000.0,522095000.0,-23921000.0,,,,68743000.0,107054000.0,,-34000.0,32727000.0,-410245000,2411000.0,2634000.0,737000.0,-76961000.0,-58823000,,-771000.0,1931000.0
AAWW,2019-09-30,-85385000.0,-66189000.0,1371000.0,,,,77964000.0,84293000.0,,-109000.0,-40055000.0,59974000,-45419000.0,-44017000.0,-39051000.0,-80331000.0,51092000,,5054000.0,-4857000.0
AAWW,2019-06-30,-87999000.0,-99195000.0,-9660000.0,,,,73574000.0,55228000.0,,-38000.0,-43746000.0,86868000,18474000.0,-15327000.0,-19184000.0,-83647000.0,-20091000,,4352000.0,3895000.0
BMCH,2020-03-31,-30509000.0,13324000.0,-26031000.0,-29680000.0,,,19995000.0,17066000.0,,-1416000.0,117319000.0,22029000,-26165000.0,130413000.0,142372000.0,-30160000.0,43277000,,,-10543000.0
BMCH,2019-12-31,-21810000.0,11803000.0,24914000.0,562000.0,,,19194000.0,47436000.0,,-1712000.0,-7763000.0,20199000,-13461000.0,4807000.0,842000.0,-60006000.0,-16092000,,,2973000.0
BMCH,2019-09-30,-21677000.0,1207000.0,6657000.0,8063000.0,,,18535000.0,69105000.0,,-1712000.0,12713000.0,33597000,17451000.0,-1238000.0,-1709000.0,-55154000.0,-16722000,,,471000.0
BMCH,2019-06-30,-30476000.0,2751000.0,-21262000.0,-10056000.0,,,17632000.0,51553000.0,,-1227000.0,18964000.0,35699000,10966000.0,-4030000.0,-1677000.0,-28559000.0,15437000,,,-1126000.0
FN,2020-03-27,-12071000.0,2943000.0,-3465000.0,4171000.0,,,7836000.0,51838000.0,-579000.0,-21072000.0,3835000.0,28267000,5532000.0,-24234000.0,-3162000.0,-23190000.0,6826000,,-11417000.0,
FN,2019-12-27,-9068000.0,7169000.0,-11497000.0,26867000.0,,,7814000.0,49963000.0,392000.0,-233000.0,29588000.0,31231000,5227000.0,-3360000.0,-3127000.0,-17407000.0,-17459000,,15338000.0,
FN,2019-09-27,-6343000.0,10451000.0,-12140000.0,-27634000.0,,,7465000.0,2647000.0,-41000.0,-4144000.0,9876000.0,25957000,3049000.0,-4406000.0,-109000.0,11676000.0,-5236000,,18265000.0,
FN,2019-06-28,-5450000.0,3786000.0,2544000.0,-7337000.0,,,7423000.0,41890000.0,126000.0,-222000.0,21834000.0,32957000,-103000.0,-1160000.0,-938000.0,-19022000.0,3470000,,-13706000.0,
QUAD,2020-03-31,-29000000.0,20700000.0,,,-9500000.0,,47400000.0,44700000.0,-600000.0,-1000000.0,129100000.0,-12400000,-11600000.0,70700000.0,81100000.0,14300000.0,0,,,100000.0
QUAD,2019-12-31,-12500000.0,8700000.0,,,-7900000.0,,50200000.0,151400000.0,100000.0,-1000000.0,60500000.0,7500000,53600000.0,-78700000.0,-70800000.0,-12300000.0,-87600000,,,100000.0
QUAD,2019-09-30,-23900000.0,77100000.0,,,-14900000.0,,56500000.0,-12200000.0,-300000.0,-1000000.0,8200000.0,-126500000,-17000000.0,35900000.0,50800000.0,-15200000.0,0,,,100000.0
QUAD,2019-06-30,-23900000.0,77100000.0,,,-14900000.0,,56500000.0,-12200000.0,-300000.0,-1000000.0,8200000.0,0,-17000000.0,35900000.0,50800000.0,-15200000.0,0,,,100000.0
WSTG,2020-03-31,,237000.0,-7821000.0,507000.0,-775000.0,,208000.0,-2362000.0,-229000.0,-32000.0,-3397000.0,836000,-479000.0,-807000.0,,1000.0,4150000,,,
WSTG,2019-12-31,,-84000.0,-13728000.0,-403000.0,-765000.0,,196000.0,5613000.0,13000.0,-20000.0,4827000.0,2023000,-368000.0,-785000.0,,-14000.0,17977000,,,
WSTG,2019-09-30,,96000.0,370000.0,-909000.0,-767000.0,,213000.0,1507000.0,71000.0,-22000.0,783000.0,1445000,23000.0,-789000.0,,-6000.0,269000,,,
WSTG,2019-06-30,,104000.0,-1237000.0,191000.0,-767000.0,,220000.0,-3899000.0,6000.0,-24000.0,-4688000.0,1857000,1671000.0,-791000.0,,-4000.0,-6704000,,,
BPRN,2020-03-31,-1609000.0,-238000.0,,,-677000.0,,848000.0,4150000.0,,,-21161000.0,3034000,357000.0,-38097000.0,,12786000.0,0,115000.0,20418000.0,-37535000.0
BPRN,2019-12-31,1973000.0,-378000.0,,,-675000.0,,866000.0,-1360000.0,,,34082000.0,3388000,-972000.0,72971000.0,,-37529000.0,0,77000.0,-3583000.0,86969000.0
BPRN,2019-09-30,-1331000.0,-495000.0,,,-203000.0,,827000.0,1702000.0,,,-24194000.0,3716000,-2949000.0,14206000.0,,-40099000.0,0,74000.0,-15934000.0,935000.0
BPRN,2019-06-30,-4098000.0,96000.0,,,-202000.0,,543000.0,12422000.0,,,38919000.0,2808000,3777000.0,-120452000.0,,146946000.0,0,52000.0,-1452000.0,-40502000.0
LVGO,2020-03-31,-1762000.0,9482000.0,-11806000.0,9738000.0,,,1456000.0,-10411000.0,,-10564000.0,-23510000.0,-5573000,-15530000.0,-10012000.0,,-3087000.0,1402000,1722000.0,,-1170000.0
LVGO,2019-12-31,-661000.0,7090000.0,-328000.0,-7709000.0,,,-1210000.0,-3863000.0,,-472000.0,-108082000.0,-6354000,769000.0,-3233000.0,,-100986000.0,959000,971000.0,,-3732000.0
LVGO,2019-09-30,-706000.0,15625000.0,-5804000.0,-7439000.0,,,1139000.0,-15572000.0,,-563000.0,312067000.0,-19712000,941000.0,379525000.0,,-51886000.0,-741000,378529000.0,,1559000.0
LVGO,2019-06-30,-288000.0,5332000.0,-5721000.0,-5373000.0,,,1480000.0,-14774000.0,,-563000.0,-16152000.0,-14244000,4156000.0,-430000.0,,-948000.0,-307000,1129000.0,,-1559000.0
BGS,2020-03-28,-6141000.0,14822000.0,-57759000.0,66812000.0,-30421000.0,,18515000.0,57578000.0,-719000.0,,115753000.0,28092000,3126000.0,68454000.0,98875000.0,-9560000.0,-8405000,,,
BGS,2019-12-28,-13840000.0,5609000.0,24234000.0,54754000.0,-30421000.0,,18158000.0,45175000.0,126000.0,,-255691000.0,10259000,-9857000.0,-287167000.0,-250000000.0,-13825000.0,-58888000,,,
BGS,2019-09-28,-10367000.0,9457000.0,-31562000.0,-122441000.0,-31054000.0,,18175000.0,-15517000.0,-31000.0,,247095000.0,31088000,13489000.0,272979000.0,335000000.0,-10336000.0,64344000,,,
BGS,2019-06-29,-9500000.0,5061000.0,32053000.0,-17069000.0,-31016000.0,,17296000.0,-33498000.0,71000.0,,8627000.0,18251000,-30759000.0,133984000.0,165000000.0,-91930000.0,-17891000,,,
GS,2020-03-31,-2843000000.0,2331000000.0,-7961000000.0,,-538000000.0,,437000000.0,-53031000000.0,,-2732000000.0,-28057000000.0,1213000000,-28471000000.0,57310000000.0,32066000000.0,-32336000000.0,0,,-6325000000.0,28515000000.0
GS,2019-12-31,-2046000000.0,148000000.0,-11432000000.0,,-644000000.0,,464000000.0,51351000000.0,,-2166000000.0,39452000000.0,1917000000,128936000000.0,-7059000000.0,-12769000000.0,-4840000000.0,0,,-696000000.0,8521000000.0
GS,2019-09-30,-2229000000.0,448000000.0,3919000000.0,,-550000000.0,,473000000.0,8084000000.0,,-681000000.0,3002000000.0,1877000000,1367000000.0,12812000000.0,-1857000000.0,-17894000000.0,0,,-13565000000.0,16400000000.0
GS,2019-06-30,-2040000000.0,406000000.0,-6348000000.0,,-535000000.0,,399000000.0,9439000000.0,,-1253000000.0,3208000000.0,2421000000,12561000000.0,-6230000000.0,-6992000000.0,-1000000.0,0,,2088000000.0,2051000000.0
HELE,2020-02-29,-4512000.0,40248000.0,25185000.0,76799000.0,,,12844000.0,169875000.0,,-36000.0,4830000.0,-3155000,9935000.0,95328000.0,94200000.0,-260373000.0,9203000,1164000.0,,
